상품명,카테고리,가격,행사 정보,중량,칼로리,탄수화물,단백질,지방,나트륨,편의점 코드,이미지 주소
크림브륄레,간편식사,"2,700",,34,150,21,2,6,20,1,https://image.woodongs.com/imgsvr/item/GD_8801069418339_002.jpg
인절미빙수,아이스크림,"3,500",2+1,260,240,51,3,2.8,50,1,https://image.woodongs.com/imgsvr/item/GD_8805584224710_001.jpg
딸기빙수,아이스크림,"3,500",2+1,280,114,17,2,5,42,1,https://image.woodongs.com/imgsvr/item/GD_8805584224734_001.jpg
끌레도르쿠키앤초코,아이스크림,"2,500",2+1,90,265,28,4,15,80,1,https://image.woodongs.com/imgsvr/item/GD_8801104670029_003.jpg
아이스가이피치,아이스크림,"2,500",2+1,200,10,2,0,0.2,25,1,https://image.woodongs.com/imgsvr/item/GD_8809713220093_002.jpg
국화빵,간편식사,"2,200",2+1,80,242,43,6,4.8,192,1,https://image.woodongs.com/imgsvr/item/GD_8801118251269_272.jpg
밀크티,식품,"1,700",2+1,500,120,21,3,2.8,35,1,https://image.woodongs.com/imgsvr/item/GD_4711162987042_001.jpg
프렌치카페카라멜마키아또,음료,"2,100",2+1,175,75,16,1,1,55,1,https://image.woodongs.com/imgsvr/item/GD_8801069175621_626.jpg
따옴사과주스,음료,"2,200",2+1,730,45,11,0,0,15,1,https://image.woodongs.com/imgsvr/item/GD_8801104500647_648.jpg
따옴오렌지주스,음료,"2,200",2+1,220,100,21,2,0.8,30,1,https://image.woodongs.com/imgsvr/item/GD_8801104500623_624.jpg
타이거슈가흑당밀크티,식품,"2,700",2+1,300,220,32,5,8,150,1,https://image.woodongs.com/imgsvr/item/GD_8801155741280_002.jpg
오늘의과일야채ABC,음료,"1,600",2+1,190,85,20,0.8,0,75,1,https://image.woodongs.com/imgsvr/item/GD_8801104667173_002.jpg
오늘의과일야채사과,음료,"1,600",2+1,190,80,20,0.6,0,65,1,https://image.woodongs.com/imgsvr/item/GD_8801104501422_002.jpg
바나나우유,식품,"1,800",2+1,225,125,17,4.6,4.2,90,1,https://image.woodongs.com/imgsvr/item/GD_8801115137290_001.jpg
트러플감자칩,과자,"2,000",2+1,130,685,71,10,40,950,1,https://image.woodongs.com/imgsvr/item/GD_8801019611537_003.jpg
숯불구이맛후랑크,식품,"1,900",2+1,70,175,10,9,11,420,1,https://image.woodongs.com/imgsvr/item/GD_8801074006897_001.jpg
쁘띠첼포도,과자,"2,200",2+1,90,70,17,0,0,30,1,https://image.woodongs.com/imgsvr/item/GD_8801007677842_001.jpg
쁘띠첼밀감,과자,"2,200",2+1,90,70,17,0,0,20,1,https://image.woodongs.com/imgsvr/item/GD_8801007677743_001.jpg
쁘띠첼복숭아,과자,"2,200",2+1,270,75,19,0,0,13,1,https://image.woodongs.com/imgsvr/item/GD_8801007677781_001.jpg
그린티,아이스크림,"5,000",2+1,750,170,26,3,6,51,1,https://image.woodongs.com/imgsvr/item/GD_8801008700358_002.jpg
그린티,아이스크림,"2,100",2+1,750,170,26,3,6,51,1,https://image.woodongs.com/imgsvr/item/GD_8801008700389_003.jpg
매운리챔,식품,"6,200",2+1,340,318,2,10,30,800,1,https://image.woodongs.com/imgsvr/item/GD_8801047181286_001.jpg
젤리빈,과자,"1,800",2+1,55,204,50.9,0,0,0,1,https://image.woodongs.com/imgsvr/item/GD_8809827250818_002.jpg
킨더초콜릿,과자,"1,700",2+1,100,567,54.4,8.7,35,123,1,https://image.woodongs.com/imgsvr/item/GD_80177609.jpg
비비고새우계란죽,즉석요리,"4,500",2+1,450,260,41,8,7,840,1,https://image.woodongs.com/imgsvr/item/GD_8801007900933_003.jpg
비비고누룽지닭백숙죽,즉석요리,"4,500",2+1,280,150,26,7,1.8,610,1,https://image.woodongs.com/imgsvr/item/GD_8801007745794_003.jpg
남도추어탕,즉석요리,"9,500",1+1,500,190,4,13,14,1840,1,https://image.woodongs.com/imgsvr/item/GD_8801052039992_002.jpg
맑은닭곰탕,즉석요리,"5,900",2+1,180,59.5,3.5,9.9,0.7,23.4,1,https://image.woodongs.com/imgsvr/item/GD_8801052090870_002.jpg
오로나민C,음료,"1,400",2+1,120,70,17,0,0,0,1,https://image.woodongs.com/imgsvr/item/GD_8801097280014_002.jpg
코코팜포도,음료,"1,500",2+1,340,168,42,0,0,51,1,https://image.woodongs.com/imgsvr/item/GD_8801105911312_001.jpg
포도봉봉,음료,"1,500",2+1,238,125,31,0,0,45,1,https://image.woodongs.com/imgsvr/item/GD_8801105911299_001.jpg
컨디션레이디,음료,"5,000",2+1,100,55,12,2,0,45,1,https://image.woodongs.com/imgsvr/item/GD_8801007178233_238.jpg
델몬트알로에,음료,"2,200",2+1,1500,45,11,0,0,10,1,https://image.woodongs.com/imgsvr/item/GD_8801056071301_002.jpg
오랑지나,음료,"2,200",2+1,420,175,44,0,0,11,1,https://image.woodongs.com/imgsvr/item/GD_8801056094775_001.jpg
솔의눈,음료,"2,000",2+1,240,75,19,0,0,30,1,https://image.woodongs.com/imgsvr/item/GD_8801056228927_001.JPG
간개무량,음료,"5,000",1+1,150,42,10,0,0,8,1,https://image.woodongs.com/imgsvr/item/GD_8801147123155_005.jpg
알로에농장,음료,"2,150",2+1,1500,40,10,0,0,10,1,https://image.woodongs.com/imgsvr/item/GD_8801861150512_515.jpg
커피빈아메리카노,음료,"2,700",2+1,100,4,0.5,0.4,0.05,0,1,https://image.woodongs.com/imgsvr/item/GD_8801104941174_001.jpg
하늘가득유자레몬,음료,"2,100",2+1,330,170,43,0,0,10,1,https://image.woodongs.com/imgsvr/item/GD_8801104305051_003.jpg
하늘가득자몽,음료,"2,100",2+1,330,145,36,0.7,0,45,1,https://image.woodongs.com/imgsvr/item/GD_8801104300445_005.jpg
테이크얼라이브블러드오렌지,음료,"2,500",1+1,250,125,27,0.7,1.6,95,1,https://image.woodongs.com/imgsvr/item/GD_8801155723514_001.jpg
통단팥죽,즉석요리,"4,500",1+1,285,310,66,10,0.9,420,1,https://image.woodongs.com/imgsvr/item/GD_8801045303031_001.jpg
21곡초코바,과자,700,2+1,225,77,10,1,4,15,1,https://image.woodongs.com/imgsvr/item/GD_8809037840892_002.jpg
비비고콩나물황태국,즉석요리,"5,900",2+1,500,85,4,15,1.1,1310,1,https://image.woodongs.com/imgsvr/item/GD_8801007628899_003.jpg
누룽지미역국밥,즉석요리,"3,200",2+1,77.5,270,58,5,2.1,1170,1,https://image.woodongs.com/imgsvr/item/GD_8809782280110_002.jpg
약과도넛,간편식사,"1,100",2+1,60,290,36,3,15,140,1,https://image.woodongs.com/imgsvr/item/GD_8809990367924_002.jpg
우리쌀누룽지설렁탕,즉석요리,"3,900",2+1,74,277,59,5,2.3,769,1,https://image.woodongs.com/imgsvr/item/GD_8801759014728_002.jpg
밀크초콜릿,과자,"1,600",2+1,2500,565,51,7,37,79,1,https://image.woodongs.com/imgsvr/item/GD_03424005_007.jpg
아몬드초콜릿,과자,"1,600",2+1,120,566,46,10,38,200,1,https://image.woodongs.com/imgsvr/item/GD_03424102_104.jpg
쿠키앤크림초콜릿,과자,"1,600",2+1,4530,459,60,3,23,133,1,https://image.woodongs.com/imgsvr/item/GD_034000239344_348.jpg
박카스맛젤리,과자,"1,200",2+1,50,175,40,3,0,15,1,https://image.woodongs.com/imgsvr/item/GD_8806011435631_001.jpg
맥스봉청양고추후랑크,식품,"2,500",2+1,90,195,7,13,13,630,1,https://image.woodongs.com/imgsvr/item/GD_8801007348308_005.jpg
맥스봉갈릭후랑크,식품,"2,500",1+1,90,257,6,11,21,900,1,https://image.woodongs.com/imgsvr/item/GD_8801007618807_001.jpg
비바크비센,식품,"2,200",2+1,75,215,4,12,17,330,1,https://image.woodongs.com/imgsvr/item/GD_8801074258524_002.jpg
딸기요거트,음료,"2,300",1+1,330,83.7,13.4,2.6,2.9,35.6,1,https://image.woodongs.com/imgsvr/item/GD_8801753110976_001.jpg
하리보메가룰렛사우어,과자,"1,100",2+1,1800,330,77,5,0,12,1,https://image.woodongs.com/imgsvr/item/GD_4001686372975_001.jpg
꼬마꿀호떡,간편식사,"1,500",2+1,120,370,72,6,6,270,1,https://image.woodongs.com/imgsvr/item/GD_8801062479023_003.jpg
사과젤리,과자,"1,300
",,500,185,46,,,190,2,https://tqklhszfkvzk6518638.cdn.ntruss.com/product/9555614201400.jpg
수박우유,식품,"1,750",2+1,300,165,29,6,2.6,85,3,https://www.7-eleven.co.kr/upload/product/8801189/203884.1.jpg
구이한판,식품,"3,300",2+1,60,145,2,7,12,430,3,https://www.7-eleven.co.kr/upload/product/8801007/918310.1.jpg
마운틴듀,음료,"1,700",2+1,1500,48,12,0,0,2,3,https://www.7-eleven.co.kr/upload/product/8801056/716011.1.jpg
데미소다애플,음료,"1,600",2+1,250,100,25,0,0,0,3,https://www.7-eleven.co.kr/upload/product/8801097/160064.1.jpg
비타파워,음료,"1,000",2+1,100,40,10,0,0,10,3,https://www.7-eleven.co.kr/upload/product/8801056/005795.1.jpg
밀키스,음료,"1,700",2+1,340,170,42,0,0,22,3,https://www.7-eleven.co.kr/upload/product/8801056/043551.1.jpg
파워캡레드피치,아이스크림,"1,800",2+1,120,91.67,20.83,0,0.83,25,3,https://www.7-eleven.co.kr/upload/product/8801104/673860.1.jpg
슈퍼슈프림치즈부리또,식품,"3,200",2+1,120,351,29,16,19,990,3,https://www.7-eleven.co.kr/upload/product/8801068/376715.1.jpg
오레오밀크스낵,과자,"2,000",2+1,30,153,14,1.6,10,90,3,https://www.7-eleven.co.kr/upload/product/0000090/441028.1.jpg
아임리얼토마토,음료,"3,700",2+1,700,40,9,0.7,0,0,3,https://www.7-eleven.co.kr/upload/product/8801114/117453.1.jpg
따옴사과,음료,"2,200",2+1,730,45,11,0,0,15,3,https://www.7-eleven.co.kr/upload/product/8801104/500647.1.jpg
요구하이,음료,"1,100",2+1,145,80,18,2,0,30,3,https://www.7-eleven.co.kr/upload/product/8801207/141228.1.jpg
다방커피오리지널,음료,"2,000",2+1,250,245,38,1,10,170,3,https://www.7-eleven.co.kr/upload/product/8801155/721695.1.jpg
다방커피헤이즐넛,음료,"2,000",2+1,250,245,38,1,10,170,3,https://www.7-eleven.co.kr/upload/product/8801155/721701.1.jpg
바나나우유,식품,"1,800",2+1,225,125,17,4.6,4.2,90,3,https://www.7-eleven.co.kr/upload/product/8801115/137290.1.jpg
비요뜨초코팝,음료,"1,800",2+1,143,220,30,7,8,80,3,https://www.7-eleven.co.kr/upload/product/8801115/213703.1.jpg
비요뜨그래놀라,음료,"1,800",2+1,282,195,26,7,7,100,3,https://www.7-eleven.co.kr/upload/product/8801115/213802.1.jpg
미숫가루우유,식품,"1,700",2+1,300,200,33,7,4.3,85,3,https://www.7-eleven.co.kr/upload/product/8801189/205338.1.jpg
맥스봉치즈플러스,식품,"2,200",2+1,1080,75,5,4,4.1,270,3,https://www.7-eleven.co.kr/upload/product/8801007/223902.1.jpg
오리지널후랑크,식품,"2,500",2+1,500,285,3,12,25,700,3,https://www.7-eleven.co.kr/upload/product/8801077/684009.1.jpg
휠터치커플,식품,"3,600",2+1,160,240,17,11,14,600,3,https://www.7-eleven.co.kr/upload/product/8801066/011588.1.jpg
가나밀크,과자,"2,400",2+1,70,390,38,6,23,55,3,https://www.7-eleven.co.kr/upload/product/8801062/636846.1.jpg
땅콩캬라멜,과자,"2,000",2+1,350,419,76,4,11,140,3,https://www.7-eleven.co.kr/upload/product/8801111/912075.1.jpg
생미쉘빨레뜨,과자,"3,900",2+1,150,511,61,6,27,500,3,https://www.7-eleven.co.kr/upload/product/3023470/020016.1.jpg
제크,과자,"1,600",2+1,100,255,33,3,12,540,3,https://www.7-eleven.co.kr/upload/product/8801062/870448.1.jpg
신라면블랙사발,즉석요리,"1,800",2+1,101,445,68,9,15,1530,3,https://www.7-eleven.co.kr/upload/product/8801043/041447.1.jpg
멸치쌀국수,즉석요리,"2,600",2+1,92,320,67,9,2,1530,3,https://www.7-eleven.co.kr/upload/product/8801024/955039.1.jpg
로제스파게티,즉석요리,"4,700",2+1,300,549,82,12,19,330,3,https://www.7-eleven.co.kr/upload/product/8801118/005824.1.jpg
부산식돼지국밥곰탕,즉석요리,"7,800",2+1,500,290,0,21,23,1250,3,https://www.7-eleven.co.kr/upload/product/8801045/290966.1.jpg
카레컵밥,즉석요리,"4,800",2+1,310,360,73,11,2.4,490,3,https://www.7-eleven.co.kr/upload/product/8801045/725529.1.jpg
자연은알로에,음료,"2,150",2+1,340,130,33,0,0,25,3,https://www.7-eleven.co.kr/upload/product/8801382/127789.1.jpg
헛개컨디션,음료,"5,000",2+1,100,60,13,2,0,45,3,https://www.7-eleven.co.kr/upload/product/8801007/071046.1.jpg
칸타타카라멜마키아토,음료,"2,500",2+1,275,130,24,4,2,170,3,https://www.7-eleven.co.kr/upload/product/8801056/051921.1.jpg
게토레이블루볼트,음료,"2,100",2+1,1500,24,6,0,0,45,3,https://www.7-eleven.co.kr/upload/product/8801056/052218.1.jpg
오미자차,식품,"2,200",2+1,200,40,10,0,0,10,3,https://www.7-eleven.co.kr/upload/product/8801047/289685.1.jpg
초록매실마일드,음료,"2,150",2+1,500,140,34,0,0.6,25,3,https://www.7-eleven.co.kr/upload/product/8801382/146544.1.jpg
옐로우스무디,음료,"2,200",2+1,350,205,48,1,1,120,3,https://www.7-eleven.co.kr/upload/product/8809041/429120.1.jpg
그린스무디,음료,"2,200",2+1,500,500,10,0,43,195,3,https://www.7-eleven.co.kr/upload/product/8809041/429007.1.jpg
바밤바,아이스크림,"1,500",2+1,63,95,17,1,2.5,20,3,https://www.7-eleven.co.kr/upload/product/8809713/220055.1.jpg
허쉬쿠키앤크림바,아이스크림,"2,500",2+1,90,280,27,3,18,72,3,https://www.7-eleven.co.kr/upload/product/8809490/180016.1.jpg
매일우유소프트콘,아이스크림,"2,200",2+1,185,190,26,4,8,100,3,https://www.7-eleven.co.kr/upload/product/8801062/017065.1.jpg
월드콘초코,아이스크림,"2,200",2+1,160,300,38,3,15,60,3,https://www.7-eleven.co.kr/upload/product/8801062/889747.1.jpg
찰떡아이스하트딸기,아이스크림,"2,200",2+1,90,170,33,2,3,35,3,https://www.7-eleven.co.kr/upload/product/8801062/884902.1.jpg
흰우유아이스크림,아이스크림,"10,800",2+1,100,165,18,3,9,40,3,https://www.7-eleven.co.kr/upload/product/8801115/720010.1.jpg
초콜릿우유아이스크림,아이스크림,"10,800",2+1,100,155,18,3,8,50,3,https://www.7-eleven.co.kr/upload/product/8801115/720041.1.jpg
더블비얀코베리베리,아이스크림,"2,200",2+1,185,180,33,2,4.6,55,3,https://www.7-eleven.co.kr/upload/product/8801062/876150.1.jpg
허쉬녹차초코바,아이스크림,"2,500",2+1,90,256,27,2,15,32,3,https://www.7-eleven.co.kr/upload/product/8809490/180634.1.jpg
군고구마바,아이스크림,"1,500",2+1,75,80,12,1,2.9,30,3,https://www.7-eleven.co.kr/upload/product/8801206/002018.1.jpg
허쉬딸기초코바,아이스크림,"2,500",2+1,85,224,26,2,12,33,3,https://www.7-eleven.co.kr/upload/product/8809490/180658.1.jpg
세부망고빙수,아이스크림,"3,000",2+1,280,108,21,1,2,21,3,https://www.7-eleven.co.kr/upload/product/8805584/224680.1.jpg
3분햄버그스테이크,즉석요리,"2,800",2+1,140,210,22,15,7,620,3,https://www.7-eleven.co.kr/upload/product/8801045/295206.1.jpg
빅핫도그,간편식사,"3,000",2+1,140,375,38,13,19,610,3,https://www.7-eleven.co.kr/upload/product/8801123/725694.1.jpg
비비고깍두기볶음밥,즉석요리,"3,900",2+1,402,330,52,8,10,620,3,https://www.7-eleven.co.kr/upload/product/8801007/495620.1.jpg
크림새우,즉석요리,"9,500",2+1,130,95,8,6,4.6,105,3,https://www.7-eleven.co.kr/upload/product/8801045/931623.1.jpg
고추짜장면,즉석요리,"4,500",2+1,360,405,81,14,2.6,1170,3,https://www.7-eleven.co.kr/upload/product/8801284/274574.1.jpg
트롤리애플향링스,과자,"2,500",2+1,100,334,79,4.4,0,100,3,https://www.7-eleven.co.kr/upload/product/8437000/482048.1.jpg
트롤리피치향링스,과자,"2,500",2+1,100,330,78,4.4,0,100,3,https://www.7-eleven.co.kr/upload/product/8437000/482055.1.jpg
쌀강정,과자,"1,700",2+1,380,434,65,3,7,60,3,https://www.7-eleven.co.kr/front/img/product/product_list_01.jpg
메로나바나나,아이스크림,"1,500",2+1,75,115,20,1.9,3.1,65,3,https://www.7-eleven.co.kr/front/img/product/product_list_01.jpg
사과주스,음료,"1,200",1+1,1000,45,11,0,0,0,4,https://www.emart24.co.kr/image/NDQwODE=
오렌지주스,음료,"1,200",1+1,1890,48.4,12.1,0,0,14.5,4,https://www.emart24.co.kr/image/NDQwOTQ=
곤약젤리복숭아,과자,"2,000",1+1,130,11,13,0,0,85,4,https://www.emart24.co.kr/image/NDQxNTQ=
생생톤UP,음료,"1,500",1+1,120,53,13,0,0,40,4,https://www.emart24.co.kr/image/NDQwNjQ=
흑임자라떼,음료,"2,500",1+1,230,200,35,3,5,90,4,https://www.emart24.co.kr/image/NDM5ODc=
빅토리아레몬,음료,"1,800",1+1,500,0,0,0,0,0,4,https://www.emart24.co.kr/image/NDQwMTg=
빅토리아청포도,음료,"1,800",1+1,500,0,0,0,0,0,4,https://www.emart24.co.kr/image/NDQwMjA=
그린티,아이스크림,"5,000",2+1,750,170,26,3,6,51,4,https://www.emart24.co.kr/image/NDU0NjI=
그린티,아이스크림,"2,100",2+1,750,170,26,3,6,51,4,https://www.emart24.co.kr/image/NDU0NjY=
안동식쇠고기국밥,즉석요리,"7,800",2+1,500,115,14,10,2,1500,4,https://www.emart24.co.kr/image/NDU0Mjk=
비비고미역국,즉석요리,"5,900",2+1,250,60,4,3,3.6,710,4,https://www.emart24.co.kr/image/NDUzNTU=
사골시래기된장국,즉석요리,"5,900",2+1,450,105,9,9,3.7,2040,4,https://www.emart24.co.kr/image/NDUzNTE=
달콤한강냉이스낵,과자,"1,700",2+1,70,320,58,4,6,80,4,https://www.emart24.co.kr/image/NDUyOTU=
티포에그쿠키,과자,"2,500",2+1,90,465,57.6,8.1,22.5,258.3,4,https://www.emart24.co.kr/image/NDUyNzI=
감자크래커,과자,"1,500",2+1,400,175,20.5,2,9.3,115,4,https://www.emart24.co.kr/image/NDUyOTk=
양파크래커,과자,"1,500",2+1,400,185,18,2.4,11.56,106.6,4,https://www.emart24.co.kr/image/NDUyOTc=
쥬페르치즈크래커,과자,"1,800",2+1,138,695,86.4,9.6,34.8,684.6,4,https://www.emart24.co.kr/image/NDUyNzQ=
말키스트카푸치노크래커,과자,"1,800",2+1,115,63,8,1,3,53,4,https://www.emart24.co.kr/image/NDUyNzA=
치즈샌드위치,간편식사,"2,600",2+1,60,276,4,7,17,230,4,https://www.emart24.co.kr/image/NDUyNzE=
치즈샌드,과자,"2,200",2+1,60,302,40,4,14,330,4,https://www.emart24.co.kr/image/NDUyMjg=
민트초코,아이스크림,"2,000",2+1,750,182,25,3,8,55,4,https://www.emart24.co.kr/image/NDUyMjc=
도리토스갈비천왕치킨맛,과자,"1,700",2+1,84,435,55,6,21,430,4,https://www.emart24.co.kr/image/NDUyNjU=
빈츠카페모카,과자,"2,800",2+1,102,45,5,0.7,2.3,15,4,https://www.emart24.co.kr/image/NDUyNTY=
데니쉬버터쿠키,과자,"2,500",2+1,454,509,65,6,25,115,4,https://www.emart24.co.kr/image/NDUyNTM=
화이트엔젤큐티,과자,"1,500",2+1,27,165,14,2,11,20,4,https://www.emart24.co.kr/image/NDUxMTc=
고향만두,즉석요리,"5,500",2+1,2000,230,23,10,11,340,4,https://www.emart24.co.kr/image/NDQ5NzQ=
찹쌀김부각,과자,"2,500",2+1,150,155,17,3,8,190,4,https://www.emart24.co.kr/image/NDUwMTY=
오감포차크림새우,즉석요리,"9,500",2+1,180,555,34,12,41,960,4,https://www.emart24.co.kr/image/NDQ5NjE=
오감포차새우감바스,즉석요리,"9,500",2+1,200,420,13,13,16,800,4,https://www.emart24.co.kr/image/NDQ5NjQ=
매콤닭강정,식품,"7,400",2+1,220,354,28,18,19,960,4,https://www.emart24.co.kr/image/NDQ5NTU=
바질페스토파스타,즉석요리,"4,900",2+1,225,415,64,10,13,520,4,https://www.emart24.co.kr/image/NDQ5NTY=
뽀모도로스파게티,즉석요리,"4,900",2+1,300,382,73,9,6,920,4,https://www.emart24.co.kr/image/NDQ5NTQ=
쁘띠첼요거젤리딸기,과자,"2,900",2+1,210,216,36,0,8,70,4,https://www.emart24.co.kr/image/NDQ5MjY=
쁘띠첼요거젤리복숭아,과자,"2,900",2+1,210,215,34,0,9,75,4,https://www.emart24.co.kr/image/NDQ5MjU=
쁘띠첼요거젤리블루베리,과자,"2,900",2+1,210,245,39,0,10,65,4,https://www.emart24.co.kr/image/NDQ5MjQ=
수비드닭가슴살오리지널,식품,"4,500",2+1,100,30,0,7,0,120,4,https://www.emart24.co.kr/image/NDQ5MDQ=
보양삼계죽,즉석요리,"4,700",2+1,200,145,25,6,2.2,800,4,https://www.emart24.co.kr/image/NDQ5MDM=
장칼국수,즉석요리,"3,800",2+1,439,510,107,15,3.1,2490,4,https://www.emart24.co.kr/image/NDQ4Nzg=
아카페라카라멜마끼아또,음료,"2,000",2+1,240,140,23,3.5,4,120,4,https://www.emart24.co.kr/image/NDQ4MTI=
초코꿀딴지,식품,"1,300",2+1,180,170,26,4.7,5.4,90,4,https://www.emart24.co.kr/image/NDQ3Nzk=
딸기꿀딴지,식품,"1,300",2+1,180,145,22,4,4.7,80,4,https://www.emart24.co.kr/image/NDQ3Nzg=
우유속에딸기과즙,식품,"1,800",2+1,300,225,10,6,14,7,4,https://www.emart24.co.kr/image/NDQ4NDg=
미트볼그라탕,즉석요리,"6,900
",,160,260,25,10,13,480,5,https://tqklhszfkvzk6518638.cdn.ntruss.com/product/8801771028918.jpg
시저샐러드,식품,"6,600
",,200,261,21,11,15,385,5,https://tqklhszfkvzk6518638.cdn.ntruss.com/product/8809665560476.jpg
고구마빵,간편식사,"2,000
",,80,301.03,51.61,7.56,7.15,84.81,5,https://tqklhszfkvzk6518638.cdn.ntruss.com/product/2201148668338.jpg
초콜릿푸딩,과자,"2,500
",,100,200,,5,,55,5,https://tqklhszfkvzk6518638.cdn.ntruss.com/product/8809036814207.jpg
밀카스트로베리,과자,"3,200
",,100,552,57,4.6,34,190,5,https://tqklhszfkvzk6518638.cdn.ntruss.com/product/7622300498429.jpg
쇼콜라크레이프,간편식사,"3,800
",,650,334,29,5,22,95,5,https://tqklhszfkvzk6518638.cdn.ntruss.com/product/8809844301050.jpg
명가찰떡파이,과자,"6,600
",,375,140,26,0.9,3.8,105,5,https://tqklhszfkvzk6518638.cdn.ntruss.com/product/8801062644049.jpg
미니꿀약과,과자,"1,000
",,200,517,58,6,29,110,5,https://tqklhszfkvzk6518638.cdn.ntruss.com/product/8801068407501.jpg
해씨초콜릿,과자,"1,200
",,30,162,17,3,9,16,5,https://tqklhszfkvzk6518638.cdn.ntruss.com/product/8809271410707.jpg
옥수수브이콘,과자,"1,000
",,50,240,38,2,8,160,5,https://tqklhszfkvzk6518638.cdn.ntruss.com/product/8802280004080.jpg
크레용신짱미니츄잉,간편식사,"1,000
",,16,65,14.6,0,0.8,3.5,5,https://tqklhszfkvzk6518638.cdn.ntruss.com/product/8809469910361.jpg
포키블루베리,과자,"1,700
",,41,205,30,3,8,110,5,https://tqklhszfkvzk6518638.cdn.ntruss.com/product/8801019311345.jpg
포키딸기,과자,"1,700
",,41,200,29,3,8,120,5,https://tqklhszfkvzk6518638.cdn.ntruss.com/product/8801019310928.jpg
롯데샌드깜뜨,과자,"1,700
",2+1,105,225,35,2,12,170,5,https://tqklhszfkvzk6518638.cdn.ntruss.com/product/8801062870486.jpg
달콤허니빵,간편식사,"1,500
",,90,270,53,4,4.7,370,5,https://tqklhszfkvzk6518638.cdn.ntruss.com/product/8801062712878.jpg
자가비짭짤한맛,과자,"2,000
",2+1,90,175,15,2,12,260,5,https://tqklhszfkvzk6518638.cdn.ntruss.com/product/8801019607912.jpg
